8.46,229.96,19.91,1328.9,1319.78
8.47,229.96,19.92,1328.75,1319.65
8.48,229.96,19.92,1328.6,1319.52
8.49,229.96,19.92,1328.45,1319.39
8.5,229.96,19.92,1328.29,1319.26
8.51,229.96,19.92,1328.14,1319.14
8.52,229.96,19.92,1327.99,1319.01
8.53,229.96,19.92,1327.84,1318.88
8.54,229.96,19.91,1327.68,1318.75
8.55,229.96,19.91,1327.53,1318.62
8.56,229.96,19.91,1327.38,1318.5
8.57,229.96,19.92,1327.23,1318.37
8.58,229.96,19.91,1327.07,1318.24
8.59,229.96,19.92,1326.92,1318.11
8.6,229.96,19.91,1326.77,1317.98
8.61,229.96,19.9,1326.62,1317.86
8.62,229.96,19.91,1326.46,1317.73
8.63,229.96,19.91,1326.31,1317.6
8.64,229.96,19.91,1326.16,1317.47
8.65,229.96,19.91,1326.01,1317.34
8.66,229.96,19.91,1325.85,1317.21
8.67,229.96,19.91,1325.7,1317.09
8.68,229.96,19.91,1325.55,1316.96
8.69,229.96,19.9,1325.4,1316.83
8.7,229.96,19.91,1325.24,1316.7
8.71,229.96,19.9,1325.09,1316.57
8.72,229.96,19.91,1324.94,1316.45
8.73,229.96,19.91,1324.79,1316.32
8.74,229.96,19.91,1324.63,1316.19
8.75,229.96,19.9,1324.48,1316.06
8.76,229.96,19.9,1324.33,1315.93
8.77,229.96,19.9,1324.18,1315.81
8.78,229.96,19.9,1324.02,1315.68
8.79,229.96,19.9,1323.87,1315.55
8.8,229.96,19.9,1323.72,1315.42
8.81,229.96,19.9,1323.57,1315.29
8.82,229.96,19.9,1323.41,1315.17
8.83,229.96,19.89,1323.26,1315.04
8.84,229.96,19.91,1323.11,1314.91
8.85,229.96,19.9,1322.96,1314.78
8.86,229.96,19.9,1322.81,1314.65
8.87,229.96,19.9,1322.65,1314.53
8.88,229.96,19.89,1322.5,1314.4
8.89,229.96,19.9,1322.35,1314.27
8.9,229.96,19.9,1322.2,1314.14
8.91,229.96,19.9,1322.04,1314.01
8.92,229.96,19.9,1321.89,1313.89
8.93,229.96,19.89,1321.74,1313.76
8.94,229.96,19.9,1321.59,1313.63
8.95,229.96,19.9,1321.43,1313.5
8.96,229.96,19.89,1321.28,1313.37
8.97,229.96,19.89,1321.13,1313.25
8.98,229.96,19.89,1320.98,1313.12
8.99,229.96,19.89,1320.83,1312.99
9,229.96,19.9,1320.67,1312.86
9.01,229.96,19.9,1320.52,1312.73
9.02,229.96,19.89,1320.37,1312.61
9.03,229.96,19.89,1320.22,1312.48
9.04,229.96,19.9,1320.06,1312.35
9.05,229.96,19.89,1319.91,1312.22
9.06,229.96,19.88,1319.76,1312.09
9.07,229.96,19.89,1319.61,1311.97
9.08,229.96,19.89,1319.45,1311.84
9.09,229.96,19.89,1319.3,1311.71
9.1,229.96,19.9,1319.15,1311.58
9.11,229.96,19.88,1319,1311.45
9.12,229.96,19.89,1318.85,1311.33
9.13,229.96,19.89,1318.69,1311.2
9.14,229.96,19.9,1318.54,1311.07
9.15,229.96,19.88,1318.39,1310.94
9.16,229.96,19.89,1318.24,1310.82
9.17,229.96,19.88,1318.08,1310.69
9.18,229.96,19.89,1317.93,1310.56
9.19,229.96,19.88,1317.78,1310.43
9.2,229.96,19.88,1317.63,1310.3
9.21,229.96,19.89,1317.47,1310.18
9.22,229.96,19.89,1317.32,1310.05
9.23,229.96,19.89,1317.17,1309.92
9.24,229.96,19.88,1317.02,1309.79
9.25,229.96,19.88,1316.87,1309.66
9.26,229.96,19.88,1316.71,1309.54
9.27,229.96,19.89,1316.56,1309.41
9.28,229.96,19.89,1316.41,1309.28
9.29,229.96,19.89,1316.26,1309.15
9.3,229.96,19.88,1316.1,1309.02
9.31,229.96,19.89,1315.95,1308.9
9.32,229.96,19.87,1315.8,1308.77
9.33,229.96,19.87,1315.65,1308.64
9.34,229.96,19.87,1315.5,1308.51
9.35,229.96,19.87,1315.34,1308.38
9.36,229.96,19.88,1315.19,1308.26
9.37,229.96,19.89,1315.04,1308.13
9.38,229.96,19.88,1314.89,1308
9.39,229.96,19.88,1314.73,1307.87
9.4,229.96,19.88,1314.58,1307.75
9.41,229.96,19.88,1314.43,1307.62
9.42,229.96,19.89,1314.28,1307.49
9.43,229.96,19.88,1314.13,1307.36
9.44,229.96,19.88,1313.97,1307.23
9.45,229.96,19.87,1313.82,1307.11
9.46,229.96,19.88,1313.67,1306.98
9.47,229.96,19.87,1313.52,1306.85
9.48,229.96,19.88,1313.37,1306.72
9.49,229.96,19.88,1313.21,1306.59
9.5,229.96,19.87,1313.06,1306.47
9.51,229.96,19.87,1312.91,1306.34
9.52,229.96,19.87,1312.76,1306.21
9.53,229.96,19.87,1312.6,1306.08
9.54,229.96,19.88,1312.45,1305.96
9.55,229.96,19.87,1312.3,1305.83
9.56,229.96,19.88,1312.15,1305.7
